CageID,day,DPI,per_dead,per_plant eaten ,Beauveria_ID,Beauvaty_binary,Botrytis_ID,BBthenBC,BCthenBB,Both
74,7/16/23,4.00,1,1,ANSEF,y,46,none,46,none 
75,7/16/23,4.00,1,1,ANSEF,y,46,none,46,none 
76,7/16/23,4.00,1,1,BB,y,46,none,46,none 
77,7/16/23,4.00,0.83,1,BB,y,46,none,46,none 
78,7/16/23,4.00,1,1,BB,y,46,none,46,none 
79,7/16/23,4.00,1,1,BB,y,46,none,46,none 
80,7/16/23,4.00,1,1,BB,y,46,none,46,none 
81,7/16/23,4.00,1,0,ANSEF,y,60,none,60,none 
82,7/16/23,4.00,1,1,ANSEF,y,60,none,60,none 
83,7/16/23,4.00,1,1,ANSEF,y,60,none,60,none 
84,7/16/23,4.00,1,1,ANSEF,y,60,none,60,none 
85,7/16/23,4.00,1,1,ANSEF,y,60,none,60,none 
86,7/16/23,4.00,1,1,BB,y,60,none,60,none 
87,7/16/23,4.00,1,1,BB,y,60,none,60,none 
88,7/16/23,4.00,1,1,BB,y,60,none,60,none 
89,7/16/23,4.00,1,1,BB,y,60,none,60,none 
90,7/16/23,4.00,0.83,1,BB,y,60,none,60,none 
91,7/16/23,4.00,1,1,ANSEF,y,39,ANSEF,none,none 
92,7/16/23,4.00,1,1,ANSEF,y,39,ANSEF,none,none 
93,7/16/23,4.00,1,1,ANSEF,y,39,ANSEF,none,none 
94,7/16/23,4.00,1,1,ANSEF,y,39,ANSEF,none,none 
95,7/16/23,4.00,1,1,ANSEF,y,39,ANSEF,none,none 
96,7/16/23,4.00,1,1,BB,y,39,BB,none,none 
97,7/16/23,4.00,1,1,BB,y,39,BB,none,none 
98,7/16/23,4.00,1,1,BB,y,39,BB,none,none 
99,7/16/23,4.00,1,1,BB,y,39,BB,none,none 
100,7/16/23,4.00,1,1,BB,y,39,BB,none,none 
101,7/16/23,4.00,1,0,ANSEF,y,46,ANSEF,none,none 
102,7/16/23,4.00,1,1,ANSEF,y,46,ANSEF,none,none 
103,7/16/23,4.00,1,1,ANSEF,y,46,ANSEF,none,none 
104,7/16/23,4.00,0.5,1,ANSEF,y,46,ANSEF,none,none 
105,7/16/23,4.00,0.83,1,ANSEF,y,46,ANSEF,none,none 
106,7/16/23,4.00,1,1,BB,y,46,BB,none,none 
107,7/16/23,4.00,1,1,BB,y,46,BB,none,none 
108,7/16/23,4.00,1,0,BB,y,46,BB,none,none 
109,7/16/23,4.00,1,1,BB,y,46,BB,none,none 
110,7/16/23,4.00,0.83,1,BB,y,46,BB,none,none 
111,7/16/23,4.00,1,1,ANSEF,y,60,ANSEF,none,none 
112,7/16/23,4.00,1,1,ANSEF,y,60,ANSEF,none,none 
113,7/16/23,4.00,1,0.5,ANSEF,y,60,ANSEF,none,none 
114,7/16/23,4.00,1,1,ANSEF,y,60,ANSEF,none,none 
116,7/16/23,4.00,1,1,BB,y,60,BB,none,none 
117,7/16/23,4.00,1,1,BB,y,60,BB,none,none 
118,7/16/23,4.00,0.75,1,BB,y,60,BB,none,none 
119,7/16/23,4.00,1,1,BB,y,60,BB,none,none 
120,7/16/23,4.00,1,1,BB,y,60,BB,none,none 
1,7/17/23,5.00,1,1,none,n,39,none,none,none 
2,7/17/23,5.00,1,1,none,n,39,none,none,none 
3,7/17/23,5.00,1,1,none,n,39,none,none,none 
4,7/17/23,5.00,1,1,none,n,39,none,none,none 
5,7/17/23,5.00,1,0,none,n,39,none,none,none 
6,7/17/23,5.00,1,0.5,none,n,46,none,none,none 
7,7/17/23,5.00,1,1,none,n,46,none,none,none 
8,7/17/23,5.00,1,1,none,n,46,none,none,none 
9,7/17/23,5.00,1,1,none,n,46,none,none,none 
10,7/17/23,5.00,1,1,none,n,46,none,none,none 
11,7/17/23,5.00,0.83,1,none,n,60,none,none,none 
12,7/17/23,5.00,1,1,none,n,60,none,none,none 
14,7/17/23,5.00,1,1,none,n,60,none,none,none 
15,7/17/23,5.00,1,1,ANSEF,y,60,none,none,none 
16,7/17/23,5.00,1,1,ANSEF,y,none,none,none,none 
17,7/17/23,5.00,0.83,1,ANSEF,y,none,none,none,none 
18,7/17/23,5.00,1,1,ANSEF,y,none,none,none,none 
19,7/17/23,5.00,1,1,ANSEF,y,none,none,none,none 
20,7/17/23,5.00,1,1,ANSEF,y,none,none,none,none 
21,7/17/23,5.00,0.83,1,BB,y,none,none,none,none 
22,7/17/23,5.00,1,1,BB,y,none,none,none,none 
23,7/17/23,5.00,1,1,BB,y,none,none,none,none 
24,7/17/23,5.00,1,1,BB,y,none,none,none,none 
25,7/17/23,5.00,0.67,1,BB,y,none,none,none,none 
26,7/17/23,5.00,1,1,none,n,39,none,none,none 
27,7/17/23,5.00,1,1,none,n,46,none,none,none 
28,7/17/23,5.00,1,1,none,n,60,none,none,none 
29,7/17/23,5.00,1,0,ANSEF,y,none,none,none,none 
30,7/17/23,5.00,1,1,BB,y,none,none,none,none 
31,7/17/23,5.00,1,1,ANSEF,y,39,none,none,yes 
32,7/17/23,5.00,1,1,ANSEF,y,39,none,none,yes 
33,7/17/23,5.00,1,1,ANSEF,y,39,none,none,yes 
34,7/17/23,5.00,1,1,ANSEF,y,39,none,none,yes 
35,7/17/23,5.00,1,0,ANSEF,y,39,none,none,yes 
36,7/17/23,5.00,0.6,1,BB,y,39,none,none,yes 
37,7/17/23,5.00,1,1,BB,y,39,none,none,yes 
38,7/17/23,5.00,1,1,BB,y,39,none,none,yes 
39,7/17/23,5.00,1,1,BB,y,39,none,none,yes 
40,7/17/23,5.00,1,1,BB,y,39,none,none,yes 
41,7/17/23,5.00,1,1,ANSEF,y,46,none,none,yes 
42,7/17/23,5.00,0.75,1,ANSEF,y,46,none,none,yes 
43,7/17/23,5.00,1,1,ANSEF,y,46,none,none,yes 
44,7/17/23,5.00,1,1,ANSEF,y,46,none,none,yes 
45,7/17/23,5.00,1,1,ANSEF,y,46,none,none,yes 
46,7/17/23,5.00,1,0,BB,y,46,none,none,yes 
47,7/17/23,5.00,1,1,BB,y,46,none,none,yes 
48,7/17/23,5.00,1,1,BB,y,46,none,none,yes 
49,7/17/23,5.00,0.75,1,BB,y,46,none,none,yes 
50,7/17/23,5.00,1,1,BB,y,46,none,none,yes 
51,7/17/23,5.00,1,1,ANSEF,y,60,none,none,yes 
52,7/17/23,5.00,0.75,0,ANSEF,y,60,none,none,yes 
53,7/17/23,5.00,1,1,ANSEF,y,60,none,none,yes 
54,7/17/23,5.00,0.6,1,ANSEF,y,60,none,none,yes 
55,7/17/23,5.00,1,1,ANSEF,y,60,none,none,yes 
56,7/17/23,5.00,1,1,BB,y,60,none,none,yes 
57,7/17/23,5.00,1,1,BB,y,60,none,none,yes 
58,7/17/23,5.00,1,1,BB,y,60,none,none,yes 
59,7/17/23,5.00,1,1,BB,y,60,none,none,yes 
60,7/17/23,5.00,1,1,BB,y,60,none,none,yes 
61,7/17/23,5.00,1,1,ANSEF,y,39,none,39,none 
62,7/17/23,5.00,1,1,ANSEF,y,39,none,39,none 
63,7/17/23,5.00,1,1,ANSEF,y,39,none,39,none 
64,7/17/23,5.00,0.83,1,ANSEF,y,39,none,39,none 
65,7/17/23,5.00,1,1,ANSEF,y,39,none,39,none 
66,7/17/23,5.00,1,1,BB,y,39,none,39,none 
67,7/17/23,5.00,1,1,BB,y,39,none,39,none 
68,7/17/23,5.00,1,1,BB,y,39,none,39,none 
69,7/17/23,5.00,1,1,BB,y,39,none,39,none 
70,7/17/23,5.00,1,1,BB,y,39,none,39,none 
71,7/17/23,5.00,1,1,ANSEF,y,46,none,46,none 
72,7/17/23,5.00,1,1,ANSEF,y,46,none,46,none 
73,7/17/23,5.00,1,0,ANSEF,y,46,none,46,none 
74,7/17/23,5.00,1,1,ANSEF,y,46,none,46,none 
75,7/17/23,5.00,1,1,ANSEF,y,46,none,46,none 
76,7/17/23,5.00,1,1,BB,y,46,none,46,none 
77,7/17/23,5.00,0.83,1,BB,y,46,none,46,none 
78,7/17/23,5.00,1,1,BB,y,46,none,46,none 
79,7/17/23,5.00,1,1,BB,y,46,none,46,none 
80,7/17/23,5.00,1,1,BB,y,46,none,46,none 
81,7/17/23,5.00,1,0,ANSEF,y,60,none,60,none 
82,7/17/23,5.00,1,1,ANSEF,y,60,none,60,none 
83,7/17/23,5.00,1,1,ANSEF,y,60,none,60,none 
84,7/17/23,5.00,1,1,ANSEF,y,60,none,60,none 
85,7/17/23,5.00,1,1,ANSEF,y,60,none,60,none 
86,7/17/23,5.00,1,1,BB,y,60,none,60,none 
87,7/17/23,5.00,1,1,BB,y,60,none,60,none 
88,7/17/23,5.00,1,1,BB,y,60,none,60,none 
89,7/17/23,5.00,1,1,BB,y,60,none,60,none 
90,7/17/23,5.00,0.83,1,BB,y,60,none,60,none 
91,7/17/23,5.00,1,1,ANSEF,y,39,ANSEF,none,none 
92,7/17/23,5.00,1,1,ANSEF,y,39,ANSEF,none,none 
93,7/17/23,5.00,1,1,ANSEF,y,39,ANSEF,none,none 
94,7/17/23,5.00,1,1,ANSEF,y,39,ANSEF,none,none 
95,7/17/23,5.00,1,1,ANSEF,y,39,ANSEF,none,none 
96,7/17/23,5.00,1,1,BB,y,39,BB,none,none 
97,7/17/23,5.00,1,1,BB,y,39,BB,none,none 
98,7/17/23,5.00,1,1,BB,y,39,BB,none,none 
99,7/17/23,5.00,1,1,BB,y,39,BB,none,none 
100,7/17/23,5.00,1,1,BB,y,39,BB,none,none 
101,7/17/23,5.00,1,0,ANSEF,y,46,ANSEF,none,none 
102,7/17/23,5.00,1,1,ANSEF,y,46,ANSEF,none,none 
103,7/17/23,5.00,1,1,ANSEF,y,46,ANSEF,none,none 
104,7/17/23,5.00,1,1,ANSEF,y,46,ANSEF,none,none 
105,7/17/23,5.00,0.83,1,ANSEF,y,46,ANSEF,none,none 
106,7/17/23,5.00,1,1,BB,y,46,BB,none,none 
107,7/17/23,5.00,1,1,BB,y,46,BB,none,none 
108,7/17/23,5.00,1,0,BB,y,46,BB,none,none 
109,7/17/23,5.00,1,1,BB,y,46,BB,none,none 
110,7/17/23,5.00,0.83,1,BB,y,46,BB,none,none 
111,7/17/23,5.00,1,1,ANSEF,y,60,ANSEF,none,none 
112,7/17/23,5.00,0,1,ANSEF,y,60,ANSEF,none,none 
113,7/17/23,5.00,1,0.5,ANSEF,y,60,ANSEF,none,none 
114,7/17/23,5.00,1,1,ANSEF,y,60,ANSEF,none,none 
116,7/17/23,5.00,1,1,BB,y,60,BB,none,none 
117,7/17/23,5.00,1,1,BB,y,60,BB,none,none 
118,7/17/23,5.00,1,1,BB,y,60,BB,none,none 
119,7/17/23,5.00,1,1,BB,y,60,BB,none,none 
120,7/17/23,5.00,1,1,BB,y,60,BB,none,none 
1,7/18/23,6.00,1,1,none,n,39,none,none,none 
2,7/18/23,6.00,1,1,none,n,39,none,none,none 
3,7/18/23,6.00,1,1,none,n,39,none,none,none 
4,7/18/23,6.00,1,1,none,n,39,none,none,none 
5,7/18/23,6.00,1,0,none,n,39,none,none,none 
6,7/18/23,6.00,1,0.5,none,n,46,none,none,none 
7,7/18/23,6.00,1,1,none,n,46,none,none,none 
8,7/18/23,6.00,1,1,none,n,46,none,none,none 
9,7/18/23,6.00,1,1,none,n,46,none,none,none 
10,7/18/23,6.00,1,1,none,n,46,none,none,none 
11,7/18/23,6.00,1,1,none,n,60,none,none,none 
12,7/18/23,6.00,1,1,none,n,60,none,none,none 
14,7/18/23,6.00,1,1,none,n,60,none,none,none 
15,7/18/23,6.00,1,1,ANSEF,y,60,none,none,none 
16,7/18/23,6.00,1,1,ANSEF,y,none,none,none,none 
17,7/18/23,6.00,1,1,ANSEF,y,none,none,none,none 
18,7/18/23,6.00,1,1,ANSEF,y,none,none,none,none 
19,7/18/23,6.00,1,1,ANSEF,y,none,none,none,none 
20,7/18/23,6.00,1,1,ANSEF,y,none,none,none,none 
21,7/18/23,6.00,1,1,BB,y,none,none,none,none 
22,7/18/23,6.00,1,1,BB,y,none,none,none,none 
23,7/18/23,6.00,1,1,BB,y,none,none,none,none 
24,7/18/23,6.00,1,1,BB,y,none,none,none,none 
25,7/18/23,6.00,1,1,BB,y,none,none,none,none 
26,7/18/23,6.00,1,1,none,n,39,none,none,none 
27,7/18/23,6.00,1,1,none,n,46,none,none,none 
28,7/18/23,6.00,1,1,none,n,60,none,none,none 
29,7/18/23,6.00,1,0,ANSEF,y,none,none,none,none 
30,7/18/23,6.00,1,1,BB,y,none,none,none,none 
31,7/18/23,6.00,1,1,ANSEF,y,39,none,none,yes 
32,7/18/23,6.00,1,1,ANSEF,y,39,none,none,yes 
33,7/18/23,6.00,1,1,ANSEF,y,39,none,none,yes 
34,7/18/23,6.00,1,1,ANSEF,y,39,none,none,yes 
35,7/18/23,6.00,1,0,ANSEF,y,39,none,none,yes 
36,7/18/23,6.00,1,1,BB,y,39,none,none,yes 
37,7/18/23,6.00,1,1,BB,y,39,none,none,yes 
38,7/18/23,6.00,1,1,BB,y,39,none,none,yes 
39,7/18/23,6.00,1,1,BB,y,39,none,none,yes 
40,7/18/23,6.00,1,1,BB,y,39,none,none,yes 
41,7/18/23,6.00,1,1,ANSEF,y,46,none,none,yes 
42,7/18/23,6.00,1,1,ANSEF,y,46,none,none,yes 
43,7/18/23,6.00,1,1,ANSEF,y,46,none,none,yes 
44,7/18/23,6.00,1,1,ANSEF,y,46,none,none,yes 
45,7/18/23,6.00,1,1,ANSEF,y,46,none,none,yes 
46,7/18/23,6.00,1,0,BB,y,46,none,none,yes 
47,7/18/23,6.00,1,1,BB,y,46,none,none,yes 
48,7/18/23,6.00,1,1,BB,y,46,none,none,yes 
49,7/18/23,6.00,1,1,BB,y,46,none,none,yes 
50,7/18/23,6.00,1,1,BB,y,46,none,none,yes 
51,7/18/23,6.00,1,1,ANSEF,y,60,none,none,yes 
52,7/18/23,6.00,1,0,ANSEF,y,60,none,none,yes 
53,7/18/23,6.00,1,1,ANSEF,y,60,none,none,yes 
54,7/18/23,6.00,1,1,ANSEF,y,60,none,none,yes 
55,7/18/23,6.00,1,1,ANSEF,y,60,none,none,yes 
56,7/18/23,6.00,1,1,BB,y,60,none,none,yes 
57,7/18/23,6.00,1,1,BB,y,60,none,none,yes 
58,7/18/23,6.00,1,1,BB,y,60,none,none,yes 
59,7/18/23,6.00,1,1,BB,y,60,none,none,yes 
60,7/18/23,6.00,1,1,BB,y,60,none,none,yes 
61,7/18/23,6.00,1,1,ANSEF,y,39,none,39,none 
62,7/18/23,6.00,1,1,ANSEF,y,39,none,39,none 
63,7/18/23,6.00,1,1,ANSEF,y,39,none,39,none 
64,7/18/23,6.00,1,1,ANSEF,y,39,none,39,none 
65,7/18/23,6.00,1,1,ANSEF,y,39,none,39,none 
66,7/18/23,6.00,1,1,BB,y,39,none,39,none 
67,7/18/23,6.00,1,1,BB,y,39,none,39,none 
68,7/18/23,6.00,1,1,BB,y,39,none,39,none 
69,7/18/23,6.00,1,1,BB,y,39,none,39,none 
70,7/18/23,6.00,1,1,BB,y,39,none,39,none 
71,7/18/23,6.00,1,1,ANSEF,y,46,none,46,none 
72,7/18/23,6.00,1,1,ANSEF,y,46,none,46,none 
73,7/18/23,6.00,1,0,ANSEF,y,46,none,46,none 
74,7/18/23,6.00,1,1,ANSEF,y,46,none,46,none 
75,7/18/23,6.00,1,1,ANSEF,y,46,none,46,none 
76,7/18/23,6.00,1,1,BB,y,46,none,46,none 
77,7/18/23,6.00,1,1,BB,y,46,none,46,none 
78,7/18/23,6.00,1,1,BB,y,46,none,46,none 
79,7/18/23,6.00,1,1,BB,y,46,none,46,none 
80,7/18/23,6.00,1,1,BB,y,46,none,46,none 
81,7/18/23,6.00,1,0,ANSEF,y,60,none,60,none 
82,7/18/23,6.00,1,1,ANSEF,y,60,none,60,none 
83,7/18/23,6.00,1,1,ANSEF,y,60,none,60,none 
84,7/18/23,6.00,1,1,ANSEF,y,60,none,60,none 
85,7/18/23,6.00,1,1,ANSEF,y,60,none,60,none 
86,7/18/23,6.00,1,1,BB,y,60,none,60,none 
87,7/18/23,6.00,1,1,BB,y,60,none,60,none 
88,7/18/23,6.00,1,1,BB,y,60,none,60,none 
89,7/18/23,6.00,1,1,BB,y,60,none,60,none 
90,7/18/23,6.00,1,1,BB,y,60,none,60,none 
91,7/18/23,6.00,1,1,ANSEF,y,39,ANSEF,none,none 
92,7/18/23,6.00,1,1,ANSEF,y,39,ANSEF,none,none 
93,7/18/23,6.00,1,1,ANSEF,y,39,ANSEF,none,none 
94,7/18/23,6.00,1,1,ANSEF,y,39,ANSEF,none,none 
95,7/18/23,6.00,1,1,ANSEF,y,39,ANSEF,none,none 
96,7/18/23,6.00,1,1,BB,y,39,BB,none,none 
97,7/18/23,6.00,1,1,BB,y,39,BB,none,none 
98,7/18/23,6.00,1,1,BB,y,39,BB,none,none 
99,7/18/23,6.00,1,1,BB,y,39,BB,none,none 
100,7/18/23,6.00,1,1,BB,y,39,BB,none,none 
101,7/18/23,6.00,1,0,ANSEF,y,46,ANSEF,none,none 
102,7/18/23,6.00,1,1,ANSEF,y,46,ANSEF,none,none 
103,7/18/23,6.00,1,1,ANSEF,y,46,ANSEF,none,none 
104,7/18/23,6.00,1,1,ANSEF,y,46,ANSEF,none,none 
105,7/18/23,6.00,1,1,ANSEF,y,46,ANSEF,none,none 
106,7/18/23,6.00,1,1,BB,y,46,BB,none,none 
107,7/18/23,6.00,1,1,BB,y,46,BB,none,none 
108,7/18/23,6.00,1,0,BB,y,46,BB,none,none 
109,7/18/23,6.00,1,1,BB,y,46,BB,none,none 
110,7/18/23,6.00,1,1,BB,y,46,BB,none,none 
111,7/18/23,6.00,1,1,ANSEF,y,60,ANSEF,none,none 
112,7/18/23,6.00,0,1,ANSEF,y,60,ANSEF,none,none 
113,7/18/23,6.00,1,1,ANSEF,y,60,ANSEF,none,none 
114,7/18/23,6.00,1,1,ANSEF,y,60,ANSEF,none,none 
116,7/18/23,6.00,1,1,BB,y,60,BB,none,none 
117,7/18/23,6.00,1,1,BB,y,60,BB,none,none 
118,7/18/23,6.00,1,1,BB,y,60,BB,none,none 
119,7/18/23,6.00,1,1,BB,y,60,BB,none,none 
120,7/18/23,6.00,1,1,BB,y,60,BB,none,none 
